60,I recommend tenpin it's in cambridge leisure park, clifton way postcode cb17dy and their number is 08715501010. Is there anything else I can help with today?
61,Thank you for using our service!
62,What day will you be travelling?
63,Alright, where will you be departing?
64,What time do you need to be there by? Is it 13:00?
65,I have only one train that would be close to those traveling times. It leaves London Kings Cross at 11:17 and arrives in Cambridge at 12:08.
66,I was able to book you 1 ticket on train TR2417. Your total cost is 23.6 GBP payable at the station. Your reference number is T9V9S3I3.
67,You're welcome. Have a safe trip. Goodbye.
68,What time would you like to depart?
69,OK, and what day do you need to travel?
70,TR7143 will arrive in Cambridge Saturday by 20:38, it will depart peterborough at 19:48. Does this suit your needs?
71,Yes I booked it and your reference number is 6793D7ED. Will there be anything else?
72,Thank you, Enjoy your day, goodbye.
73,I have several options, almost all of which are moderate guesthouses. I do have one cheap one, too. Would you like to book a room?
74,OK, how many are in your party, what day will you arrive, and how many nights will you be staying?
75,As I mentioned it is cherap and the phone number is 01223316074.
76,Sure thing what kind of food do you want?
77,The Worth house is in the cheap price range and they do offer parking.  Can I help with anything else?
78,There is saigon city that serves asian oriental food.  Would you like to book a table there?
79,I've booked it for you!  The reference is LQJWQD08.
80,Thank you for letting me help you today.
81,I can help you with that. What day will you be traveling?
82,I have train TR4015 that leaves at 19:54,and arrives at 20:43. Is that to your liking?
83,The travel time for that train is  49 minutes
84,Sure it is a lovely museum located in the centre, and the best part is it is free to get in!
85,the phone number is 01223307402
86,You're welcome! Is there anything else you need help with today?
87,You're welcome, and have a great day!
88,I'm sorry, but there are no 5-star hotels anywhere in Cambridge. Would you like to broaden your criteria?
89,I have 2 options for you - The Huntingdon Marriott on the west side, and the University Arms in the center. Are you interested in one of these?
90,Both are 4 stars. How many days would you be staying, and how many people are in your party? I can see if something is available.
91,How many are in your party?
92,I'm sorry, but there is nothing available at that time at either hotel. Would you like to try fewer nights or perhaps a different arrival day?
93,Yes, I tried Sunday but it isn't available.  Can you shorten your stay at all?
94,Neither hotel appears to have three days available starting on Sunday for three people, can I look something else up for you?
95,Sure. I was able to book you for the Huntingdon Marriott Hotel. Reference #IHGCTXH9. Anything else I can help with?
96,You're quite welcome. If you need anything else just message us again. Thanks for contacting the Cambridge TownInfo Centre and have a great day!
97,Sure. There are three guesthouses there. I'd be happy to book one for you if you like.
98,No.  They all have 4 stars.
99,All of the accommodations in the East are in the cheap price range.  Would you like to try a different part of town?
100,Actually, the Express by Holiday Inn Cambridge is a 2 start hotel in the east area.   It's in the expensive price range. How does that sound?
101,Okay, you're all set. The hotel is booked and the reference number is Q3VVCAD8. Can I help you with anything else today?
102,Yu garden is an expensive restaurant in the same area as the hotel, would you like me to make reservations for you?
103,Booking was successful. The table will be reserved for 15 minutes.Reference number is : L9CIMUNJ.  What else can I help you with today?
104,Ok! Have a great day!
105,They are on bateman st, postal code cb21jf, they can be reach at 01223336265, the entrance fee is 4 pounds, can I help with anything else?
106,The Botanic Gardens are in the centre. Would you like the restaurant to also be in the center? Do you have any type of cuisine in mind?
107,There are 21 guesthouses with free parking, do you have a price or area preference?
108,I found a guest house listing for Rosa's Bed and Breakfast in the south. Would you like more information?
109,i have 1 hotel in the west. the cambridge belfry is cheap with 4 stars. it offers free parking and wifi. do you need a room?
110,Okay. And did you want it in the west or the south?
111,I found finches bed and breakfast matching your request.  Would you like to book a room now?
112,Booking was successful.Reference number is : W1QIVTNY.
113,Have a nice day.
114,Yes! I found 5 attractions matching your requirements. Would you like to know more?
115,Great saint mary's church is 2 pounds and the other 4 are free. Would you like the address for great saint mary's church?
116,The church is located in Market Square postcode cb23pq. I do not have access to the full address.
117,OK, can I help with any other travel plans?
118,Okay, I recommend the clown's cafe. Would you like me to make a reservation?
119,Yes I can if you let me know how many people the reservation will be for an date and time of the booking.
120,The postcode for Clowns Cafe is cb11ln. The address is 54 King Street City Centre. Can I help you with anything else today?
121,Thank you so much! I hope you have an excellent time on your trip! Goodbye!
122,What area are you wanting to be in?
123,Yes, there are 2: De Luca Cucina and Bar & Riverside Brasserie. Would you like further information?
124,Your tabled has been reserved for 6 people on Saturday at 19:15. The reference number is  9EB2IM2S.
125,Thank you. Goodbye.
126,I can help you with that. When do you need to leave?
127,Where will you be going?
128,I've booked for you a black Volkswagen, the contact number is 07552762364. Is there anything else I can help you with?
129,Thank you for contacting us and have a nice day.
130,I am sorry but I have no listings for expensive South Indian restaurants. Is there another choice you would like?
131,There are no south indian restaurants. There are indian restaurants available though. Would this b e okay?
132,There are a number of expensive british restaurants in cambridge. Do you have an area in mind?
133,The Grafton Hotel Restaurant meets all of your criteria! Would you like to book a table?
134,The phone number is 01223241387 and the postcode is cb58pa. Is there anything else I can help?
135,The a and b guest house is a 4 star guesthouse in the east at 124 tension road. It does not offer parking, but internet is available.
136,Sure, it is located at 124 Tenison Road, postcode cb12dp.
137,Glad I can help enjoy your stay.
138,ta ta or now. See ya later alligator.
139,helping ha been m pleasure
140,bye great day
141,Unfortunately there are no entertainment attractions in the centre of town. Is there a different area of town that would work for you?
142,Yes, there are 11 museums. I'd recommend Broughton House Gallery. It's at 98 King Street cb11ln and has free entrance. Would that work for you?
143,Certainly. The Broughton House Gallery's phone number is 01223314960. Is there anything else I can help you with today?
144,You are welcome.  Have a great day.  Bye.
145,There are several nightclubs in town. I recommend ballare. It is found in the center of town.
146,Sure thing! Entry fee is 5 pounds and postcode is cb23na.
147,We have many dining options available in city centre. Do you have a price range or style of food you would prefer?
148,Unfortunately not. Do you want to broaden your search?
149,Oh, great choice. I love Italian too. There are several options. How about Zizzi Cambridge?
150,Zizzi Cambridge is relatively cheap, but the food is sublime. Would you like me to book it for you?
151,I'd be happy to. Can you tell me a date, time and how many people in your party?
152,Booking was successful. The table will be reserved for 15 minutes.  Your Reference number is : UWZS9JSU.
153,I can help with that. What is your departure site, destination, and the time you need it?
154,A yellow Tesla will pick you up, and the contact number is 07267272725. Can I help with anything else today?
155,Have a great day. Enjoy your trip. Goodbye.
156,There are no sports places in the centre of town.
157,Yes, there are 5. I can highly recommend All Saints Church, it's beautiful.
158,The address is jesus lane.
159,The postcode is cb58bs. Is there anything else I can help you with?
160,Yes I found bloomsbury restaurant located in the centre.  It serves international food in the moderate price range.  Would you like to book a table?
161,I have made the reservations and your reference number is  9F1PDAH6.
162,i hope i have been of help to you
163,Thank you for using the Cambridge TownInfo centre. Goodbye!
164,Thank you so much. Have a nice day
165,The first train to leave stevenage after 09:45 leaves at 09:54 and costs 12.80 pounds.  Would you like me to book that for you?
166,done . Your reference number is EM07DZ7Z.
167,Golden wok serves	chinese food and is in the north area of town in the moderate price range. The address is 191 Histon Road Chesterton. Would you like to make a reservation?
168,You're welcome - have a great day!
169,Don't worry, I should be able to help you. Do you know which station you'll be leaving from or going to?
170,What is your destination?
171,Is there a time you would like to arrive by?
172,TR6539 will arrive by 22:54. Booking was successful, the total fee is 113.4 GBP payable at the station. Your reference number is IE5RK2IG. Do you need anything else?
173,We have many great places to stay. What area would you like and do you have a price range?
174,I was able to book hamilton lodge, reference number is 7CAKIXH2.
175,you are welcome, enjoy yourself.
176,Christ's College is located on Saint Andrew's Street. The entrance fee is free. You can call the college at phone number 01223334900. Is there specific information that you would like to know more about?
177,The postcode for the college is cb23bu.
178,There are over 1400 trains that fit your needs. Could you please narrow it down as to which day & time you are wanting and where will you depart from?
179,Could you please mention your day of travel?
180,The TR2105 arrives at Peterborough on Frday at 11:09. Do you want me to purchase tickets for you?
181,The TR2105 arrives before 11:30. Would you like more information or to book it?
182,Booking was successful, the total fee is 99 GBP payable at the station .Reference number is : TQKCP8R1.
183,You're welcome, have a good day.
184,I have two hotels that match the description of 3 star ratings. Are you looking for a hotel in the centre or south area?
185,The Gonville Hotel is supposed to be great and it offers free wifi. Would you like me to book you a room?
186,Sorry, it looks like the hotel can't accommodate you for that amount of time.
187,Great, your reference number is O8VH7VL6. Is there anything else I can help with?
188,Wonderful. Glad to help.
189,I can help you with that.  Do you have any special area you would like to stay?  Or possibly a star request for the guesthouse?
190,The Bridge Guest House is a 3 star guesthouse. It is in the south area. Would you like to book a room?
191,How many people is the reservation for?
192,I am afraid that booking is unsuccessful. Would you like a different day or amount of days?
193,This booking is successful for 1 night. Your reference number is 85BGKWO4. Is there anything else I can assist you with?
194,Great, have a pleasant stay.  Bye.
195,Unfortunately, I don't have any listings for concert halls on the east side. Can I check another area of town for you?
196,There are two entertainment attractions on the east side. Would you like more information?
197,Sure.  Cherry Hinton Hall and Grounds can be reached at 01223446104.  It is on Cherry Hinton Road, postcode cb18dw.  Can I help you with anything else today?
198,Okay Thank you for calling.
199,It's a 4 star guesthouse. What information would you like to know about it?
200,The postcode is cb13nx, and they do have internet.
201,Nothing in the west, sorry.  The closest boat would be the Cambridge Punter in the centre.  Is that too far?
202,There are 5 museums in the West.  I recommend Kettle's Yard.  Would you like the address and phone?
203,Kettle's yard is on castle street, cb30aq. Can I help you with anything else?
204,I'm glad to have been of assistance. Have a great day. Goodbye.
205,You're in luck! I have 11 guesthouses in the north, would you mind sharing your price range and any other preferences you may have?
206,That narrows the selection a little. Do you need parking?
207,The avalon is a guesthouse in the moderate price range and is located at 62 gilbert road, their post code is cb43pd.
208,Sure, I can help you with that.  When would you like to travel?
209,There is a 14:01 or if that's too close to 14:00 there is a 15:01 as well.
210,I would suggest the TR2519 which would depart at 15:01 and arrive at 17:44.  This price is 75.10 pounds.  Would you like to book this train?
211,I will work on this and be right back with you.
212,How many tickets do you want?
213,Booking was successful, the total fee is 75.09 GBP payable at the station .Reference number is : 3D1AH8PM.
214,a total of 163 minutes
215,thanks you so much
216,great day to you too
217,Please call again if we can further assist you. Goodbye.
218,I have one restaurant in the North end called two two in the expensive range.
219,Sure! Restaurant Two Two is located at 22 Chesterton Road Chesterton in postcode cb43ax. Will that be all for today?
220,Thanks for using Cambridge TownInfo centre, and have a great day!
221,acorn guest house is a 4-star hotel located in 154 chesterton road, should i book it for you?
222,Yes that is located in the north. Should I book it for you?
223,It does have wifi.
224,Yes it does. Would you like me to book you a room?
225,And where do you want to travel to and from?
226,I have 3 trains that would suit your needs. May I suggest the one that arrives by 10:07?
227,Yes the travel time is 38 minutes and the trainID is TR7169. Can I help you with anything else?
228,You are very welcome. Have a great day.
229,What time would you like the train to arrive at Cambridge? Keep in mind the train ride duration is approximately 28 minutes.
230,How about TR5985? It leaves at 12:40.
231,Thank you for allowing me to help today.
232,Several restaurants fit your criteria. Do you prefer a specific area?
233,The top 3 places serving indian cuisine are curry garden, the golden curry, and saffron brasserie. Would you like more options?
234,Your table for 7 is reserved at Curry Garden. Your reference number is : 2OZT0P7I. Is there anything else I can help you with today?
235,There are 202 trains leaving cambridge that day, do you have a destination or time?
236,There are 3 trains that fit what you are looking for. I can book you at 5:11, 6:11, or 7:11. Which do you prefer?
237,Sure thing! How many tickets do you need?
238,Sure, the travel time is about 47 minutes, is there anything else I can help you with?
239,Okay. Thank you for calling!
240,They are located at 2G Cambridge Leisure Park Cherry Hinton Road Cherry Hinton, and are in the expensive price range.
241,Yes, their number is 01223400170. Is there anything else I can help you with?
242,Chiquito restaurant bar is in the south area. Where would you like your train to leave from and go to?
243,TR9025 arrives at Liverpool St at 13:27. Would you like to book a ticket?
244,Departure time is 11:59.
245,You're welcome.  Thank you for using the Cambridge TownInfo centre. Goodbye
246,Charlie Chan serves Chinese food and is located in Regent Street City Centre (centre area). The phone number is 01223361763. Do you have any other questions?
247,Yes, it's located at Regent Street City Centre cb21db. May I help book a table?
248,I can absolutely help! Where are you departing from and when would you like to arrive?
249,There is a train that fits that criteria leaving at 09:50 and arriving at 10:07, would that work?
250,My apologies.  How about this: TR3420 leaves Cambridge at 13:50 and arrives in Ely at 14:07.  Would this be better?
251,How many tickets will you need?
252,Booking was successful, the total fee is 4.4 GBP payable at the station. Reference number is : CKPZRG81.
253,You will be leaving at 13:50 and arriving by 14:07.
254,Great! Have a nice day.
255,OK, let's narrow this down a bit. Where are you traveling to, what day are you traveling, and at what time?
256,Okay great, there are 5 trains leaving after 19:00. The earliest being 19:09 and arriving by 20:54. Would that work for you?
257,How many tickets do you want for this TR4365 train?
258,Ok.  You are booked.  Your reference number is 231K9BOE.
259,No problem. It is a nightclub located in the centre, located at heidelberg gardens, lion yard and charges a 5 pound entrance fee.
260,You are very welcome. Is there anything else I can help you with?
261,Have a great day.
262,certainly, do you know from where you will be departing, and at what time?
263,Of course I can. There are 6 possibilities, at what time would you like to leave?
264,I can help!  Where are you departing from?
265,Train TR0635 departs at 9:29 and arrives at 10:07. Would you like me to book you a ticket?
266,The duration of the trip is 38 minutes. Would you like more information?
267,I'm sorry but there are no multiple sports attractions in the centre? Shall I look in another area?
268,There are 11 museums in the center, and all have free entry . should I recommend one?
269,broughton house gallery can be reached by phone at 01223314960. Their address is 98 king street. Will that be all today?
270,You are most welcome, enjoy your visit!
271,I apologize, I am unable to locate any colleges in the East. Would you like to try another area?
272,I see. The centre offers 13 colleges. Most, like Saint Catharine's College on king's parade, are free to visit.
273,Sure the address is on King's Parade post code cb21rl.  The phone number is 01223338300.  Is there anything else that you need?
274,i have over a thousand trains leaving from cambridge. what day and time do you wish to travel?
275,What is your destination and what time would you like to leave?
276,Sorry, I'm confused - are you leaving from Cambridge or is Cambridge your destination? If it is your destination, what is your departure site?
277,I have train TR8580 leaving at 23:39 and arriving at 1:07. Would you like tickets?
278,Your booking was successful, the total fee is 26.56 GBP payable at the station. Reference number is Z8EQXNH5. How else can I be of service?
279,You are welcome, please let me know if I can assist with anything else.
280,Charlie Chan is located in the centre and it is cheap! Would you like me to book it for you?
281,The address is Regent Street City Centre. What day and time would you like to book? How many people?
282,The postcode is cb21db
283,You're welcome! Have a great day! Goodbye.
284,Clare hall is a college in the west part of town.
285,cb39al is the postal code and there isn't an entrance fee.  Can I help you with something else?
286,The Alpha-Milton Guest House is in the North.  It is a 3 star hotel and is moderately priced?  Would you like me to book for you?
287,Booking was successful, your reference number is : LD7UDV9Z.  Do you need any further assistance today?
288,What time would you like that taxi?
289,I've got that booked for you.  Here's the information:  car type	:	grey bmwContact number	:	07553217509
290,Can I help you with anything else?
291,Thanks for your call. I hope you have a great trip. Goodbye.
292,There are several museums in the west. Some of the more popular ones are the museum of classical archaeology, the lynne strover gallery, and the cafe jello gallery
293,The cafe jello gallery, is at 13 magdalene street Is there anything else?
294,saint johns chop house would suit your needs, can I book a table for you?
295,Okay, at what time, what day, and for how many people please?
296,Of course! The postcode is cb30ad. The phone # is 01223353110. Anything else?
297,you are welcome anytime
298,You're welcome. Have a great day!
299,it is a moderately priced restaurant in the east that serves italian food. can i five you the address?
300,Booking was successful. The table will be reserved for 15 minutes. Reference number is : F78J1SK2. Is there anything else I can help you with?
301,Can I help you with anything else?
302,Can you please tell me what type of place and if you have any preferences?
303,a and b guest house would fit that criteria, would you like to make a booking?
304,Actually, the A and B Guest House is in the east. It is 4 stars with a moderate price range. I didn't see anything that fit your criteria in the north.
305,acorn guest house	fits your criteria. can i book this?
306,I have booked your room here is your information:Booking was successful.Reference number is : WMSF8TU5
307,is there anything else i can do for you?
308,Thank you for using our services. Have a wonderful day!
309,There are 23. What part of town would you like to stay in?
310,I recommend the Carolina Bed & Breakfast. Would you like a room there?
311,Yes, it does have 4 stars.
312,Yes it the carolina bed and breakfast has free parking.
313,The address to Carolina Bed and Breakfast is 138 Perne Road and their phone number is 01223247015.
314,Yes, Golden House is located on 12 Lensfield Road in the centre. I ahve made a reservation. . The table will be reserved for 15 minutes. Reference number is : 4TDXCEV6.
315,Enjoy your time in Cambridge!  I'm glad I could help you with your plans today.
316,What time do you need to leave or arrive?
317,Ok, I just completed booking your taxi. It will be a grey honda and the number is 07839041101. Is there anything else I can help you with?
318,Ok, enjoy your stay in cambridge.
319,Thank you for using our system.
320,There are two such hotels in the north area. The first is the ashley hotel and the second is the lovell lodge. Do you have a preference?
321,They both have internet and parking, so it is really up to you.
322,The number for the Ashley Hotel is 01223350059. Can I book that for you?
323,That hotel is located at 74 chesterton road.
324,You are most welcome!
325,many trains are leaving on friday. mind choosing the time?
326,I have train TR4283 that leaves cambridge at 5:29 and arrives in bishops stortford at 6:07.  Would you like to make reservations?
327,The cost is 10.10 pounds. The duration of the trip is 38 minutes, leaving Cambridge at 5:29 and arriving at 6:07 in Bishops Stortford.
328,There are four great restaurants to choose from. Do you prefer one on the south side of town or in the centre?
329,I recommend Charlie Chan. Would you like to reserve a table?
330,Booking was successful. The table will be reserved for 15 minutes.Reference number is : IFJMBKLI.
331,You're very welcome, please contact us again if you need any other assistance.
332,I can help book a train to get you here.
333,How can I help you today? Are you needing train information or is there something else I can do for you?
334,I show two hotels in the north, 1 is expensive and 1 is moderate. I also show 1 expensive 2 star hotel in the east. Which area do you prefer?
335,express by holiday inn cambridge has free parking. That looks to be the only option available.
336,Its on the East side. Would you like me to book you a room there?
337,Okay the postcode is cb13lh.
338,Where are you departing from and on what day?
339,On what day would you like to travel?
340,There are 5 trains on Saturday headed to Cambridge, what time are you wanting to leave?
341,the first leaves at 5:39 and the latest leaves at 23:39
342,Ok I have one leaving at 13:39. Shall I book it ?
343,How many tickets will you need for the train?
344,Booking was successful, the total fee is 13.28 GBP payable at the station .Reference number is : LMZE8AMH.
345,Your train departs London Liverpool Street Saturday at 13:39 and arrives in Cambridge at 15:07. Can I help connect you to anything else in our city today?
346,Thank you for using the Cambridge TownInfo centre. Goodbye
347,The address for holy trinity church is market street postcode cb23nz and the phone number is 01223355397.
348,Holy trinity church is free. May I help you with anything else today?
349,The four choices range from moderate to expensive in their price range. Do you have a preference?
350,Pipasha Restaurant and Sitar Tandoori are the 2 expensive Indian restaurants in the area. Do you want the information on those?
351,I booked you for pipasha restaurant. The table will be reserved for 15 minutes.Reference number is : 3W8KKLOJ. Can i help you with anything else?
352,Sure! And what time do you prefer?
353,For how many people?
354,A grey volvo will pick you up at Holy Trinity Church for your arrival at Pipasha by 18:00. Should you need to contact the driver, the number is: 07746897279
355,Thank you for using the Cambridge towneinfo centre.  Goodbye
356,cherry hinton water play is located in the east.  It has a free entrance fee.
357,cherry hinton hall, cherry hinton road, cb18dw.
358,I'll be glad to help you with that. Where would you like to leave from and arrive at?
359,Okay the TR2860 leaves at 09:54 and arrives by 10:43.
360,Your reference number for the booking is YJ63IG8A and it will cost 25.6 GBP.
361,You're welcome.  Have fun!
362,Where will you be going?
363,When will you be leaving?
364,TR8932 departs at 15:11 would that work for you?
365,That will be 47 minutes.
366,You are welcome. Please contact us again if we can help in the future. Have a great day.
367,There are 70 trains during the week that go from Cambridge to Bishops Stortford, do you have a day and time you would like to arrive?
368,How about the TR2771? It arrives at 14:07. Shall I book you a ticket?
369,The train is booked, and the Reference number is P0MVSACW.  Total fee is 20.2 GBP payable at the station.  Can I help you with anything else?
370,I have two restaurants in that area. I recommend the varsity restaurant.
371,The address is 35 Saint Andrews Street City Centre.
372,You are welcome. Goodbye and have a good day.
373,Gonville Hotel is in the centre of town and The Lensfield Hotel is in the south.
374,Those both do yes.
375,Yes, they both have free parking. Would you like to book one today?
376,There are no cinemas located in the west part of town. Would you like me to look for cinemas in another area or a different type of attraction in the west?
377,Yes, three of them are free to visit and there are two that have an entrance fee of 2.50.
378,Churchill College is free. The phone number is 01223336233 and the postcode is cb30ds. Do you need any other information?
379,You're welcome. Thanks for using our service!
380,There are 13 places to stay.  Do you have any other requirements outside of the north area?
381,How about the acorn guest house at 154 chesterton road?
382,Yes, they have free parking as well. Would you like me to book it for you?
383,Yes, the phone number there is 01223353888. What sort of information would you like on Mumford Theatre?
384,It is located at anglia ruskin enterprise, east road and I'm not sure if there are any fees. You will need to call them.
385,Booking completed!Booked car type	:	yellow bmwContact number	:	07546378894
386,Mumford Theatre is located in the city centre.
387,Regency Gallery is a museum in the center of town. What information do you need?
388,The Regency Gallery is in the Centre. The Address is 39 fitzroy Street. Would you like to know any other information?
389,Not a problem. What day would you like to travel?
390,Where will you be traveling from?
391,There are 3 trains that arrive before 9:15, one arriving at 6:54, one at 7:54, and one at 8:54. Would you like me to book one of those for you?
392,Seven tickets are booked for TR4256 departing Leicester at 07:09 arriving in Cambridge at 08:54. Total is 264.59 GBP payable at the station. Reference number is KWI8652L. Will that be all?
393,Excellent. Have a great rest of your day!
394,Sure! Where is your departure site?
395,I can help you with that. When do you need to leave?
396,I can help you with that. where are you going?
397,Okay, I have a black bmw for you with the contact number 07678946250. Is there anything else you need today?
398,You're welcome, have a wonderful time!
399,Where are you leaving from and what day?
400,What time would you need to arrive?  I have quite a few options to choose from.
401,Train TR8610 is departing from Ely to Cambridge. It is leaving Wednesday at 17:35. The price per ticket is 4.40 pounds. Should I book it for you?
402,Okay, can you please tell me how many people are in your party?
403,The booking was successful. The fee will be 13.2 GBP and the reference number is 8CT5ZMQT. Is there anything else I can help you with?
404,there is a nightclub there called the place. anything else today?
405,Postcode is cb23hg.
406,Is there anything else you need help with today?
407,You are welcome, enjoy your day.
408,We have several available.  Would you prefer Chinese, Indian, Italian or Mexican?
409,Sure, I think you'll like Peking Restaurant. Their postcode is cb28nx and their phone number is 01223354755. May I help with anything else?
410,Thank you and please check back with us for your future travel needs.
411,There are 70 trains departing for Stevenage, where would you be departing from?
412,I'd be happy to help with your request, what day will you be leaving and do you have a time preference?
413,There is a train leaving Stevenage at 9:54 on Friday and arriving at 10:43 to Cambridge. The Train ID is TR2860. Would you like to book it?
414,I have your tickets booked, the total fee is 64 GBP payable at the station, your reference number is 2TAN5YZ3.
415,I'm sorry but I have not found any matches.
416,Christ's college is in the centre of town.
417,It's free, and the postcode is cb23bu. Is there anything else I can help you with?
418,You're welcome, have a great day!
419,Okay, what is your departure site?
420,And where will you be headed to?
421,Oh dear! I'm sorry to hear that. I have booked a blue bmw for you. The number is 07860072749
422,I'm glad we could help.
423,What about acorn house? It seems lovely
424,In that case, you have two selections. The Alexander Bed and Breakfast is one. The other is El Shaddai. Were you looking for a particular star rating?
425,Yes, I just did. Would you like their phone number?
426,Your reservation has been made for Alexander Bed and Breakfast for 2 days starting Friday for 6 people Your reference number is 9ZK2B30Y. Is there anything else I can do?
427,broughton house gallery	is also located in the centre of town. Their phone number is 01223314960. Is there anything else I can assist you with today?
428,Did you come up with anything?
429,I have booked you a taxi leaving at 13:00.  It will be a blue volvo and the contact number is 07695646111.
430,You are welcome, glad to be of assistance. Enjoy your time in Cambridge.  Bye.
431,There are 202 trains that meet what you are asking.  Where would you like to depart from?
432,TR1149 departs london kings cross at 17:17 and arrives in cambridge at 18:08. Will that work?
433,Sure thing! How many tickets do you need?
434,Booking was successful, the total fee is 23.6 GBP payable at the station. Reference number is : R57G4DU4. Can I provide any further help today?
435,We have four swimming pool locations. What do you think about those?
436,Unfortunately, I'm not seeing any.
437,adc theatre on park street is my favorite. Next would be The Cambridge Corn Exchange.
438,The ADC theatre's postcode is cb58as and their phone number is 01223300085. Can I help you with anything else today?
439,You are very welcome! We appreciate your business and thank you again for using the Cambridge Towninfo centre! We hope to see you again.
440,There are a total of 133 trains traveling from Norwich to Cambridge. Is there a particular day that you would like to travel on?
441,Perfect. Did you have a departure time in mind? You could leave norwich as early as 05:16 or as late as 17:16 and still make it on time.
442,I booked TR3932, reference number is FIW5ABO2.
443,There are many attractions in that area. Would you prefer a museum, nightclub, cinema, theatre or park?
444,The Byard Art Museum has no entrance fee. Their phone number is 01223464646. Anything else I can help with?
445,You're welcome! Please contact us in the future if you need any other information. Have a great day!
446,What is your departure point and what time would you like to depart?
447,Is there a specific time you want to leave or arrive by?  I have 2,828 trains to pick from.  I need to narrow this down.
448,That narrowed it down to 10 options.  What time would like to leave?
449,How many tickets?
450,Let's get the train booked first. Train TR1903 departs Leicester at 05:09 and arrives in Cambridge at 06:54. Shall I book this for you?
451,I have several options would you like the info?
452,The top search is churchill college it is on the west side phone number is 01223336233 and post code is cb30ds do you need anything else?
453,It was my pleasure. Goodbye.
454,I have 38 trains leaving peterborough on sunday.  Where are you headed?
455,I have 13 trains meeting your criteria. The first leaves at 05:19 and leave every 30 minutes after. Can I book one of them for you?
456,All the trains take exactly 50 minutes. What time would you like to depart?
457,Booking was successful. Departs at 11:19 and arrives at 12:09, that will be 13.2 GBP payable at the station, your reference number is QS1AJEL1. Anything else I can help you with?
458,There are a lot of possibilities here but none indicate free parking, just whether they have parking or not.  Could you list places with free parking?
459,Express by Holiday Inn Cambridge is an expensive hotel located in the east, and it includes parking. Would you like me to book a stay there for you?
460,Your reservation is confirmed and the reference number is ##
461,Yes, sorry about that.. the reference number is GT21FKR5.
462,Thank you! Have a great day!
463,We have 11 guest houses which are moderately priced, but no hotels.
464,Acorn guest house is available if that works for you.
