111,how sweet ! do you live on land ? i live way under the sea !
112,oh so you have legs and feet ?
113,well if you can find a sea hag to turn her into one .
114,no mother in laws i hear are far worse .
115,you have two ? do you have two wives ?
116,i live in florida but my family is from toronto
117,cool . how old are you ?
118,nice . i am 16 and i would like to be in the army
119,i like making websites and i drink a lot of lipton
120,what type of job should i look at ?
121,i do ! i play ice hockey sometimes
122,can you do lots of tricks ?
123,can you play any instruments ?
124,hello , my leg is really giving me pain today .
125,thank you . what are you doing ?
126,i am just about to cook dinner ; what will you order ?
127,i like pizza . do you let your son make the decisions ?
128,that is lucky for him .
129,well that is nice that you all get along .
130,well , i ride show horses , but i am hoping to retire soon , you ?
131,that sounds fun ! i have not played poker .
132,i prefer pop music . i try to stay up with the trends .
133,you skateboard professionally ? wow , how exciting ! lots of travel ?
134,what do you do for a living ?
135,oh my , and i thought my life was dramatic ! do you have a family ?
136,love is hard and hurtful . alone is best , i have found .
137,my best friend betrayed me jerry springer style in high school and it still stings .
138,so very true . i try to focus on my education instead of my heartache .
139,hi , sure if you stop cutting womens hair so short
140,i am a chef and i can cook good but i am not happy about my weight .
141,short hair is ok for guys and dogs but my husband hates it on women .
142,i can make 5 different kinds depending what cheese and toppings
143,i have 3 hungry kids and a husband to cook for . luckily he works at night .
144,i am a chef during the day at work and again at home for the kids
145,we like our schedule . that way we do not get tired of each other
146,10 years and people say i am an awesome cook . lots of repeat customers
147,just two right now and a siamese cat .
148,oh , i no longer work at the bank but for exercise walk a mile a day .
149,better than walking alone . i also make quilts and give them away to family .
150,what is your major in school ?
151,have your very own test subjects .
152,well , got to go now . . . . see you .
153,okay going out to walk some more .
154,i drive a toyota ! what is your favorite band ?
155,i am still rocking to nirvana . i love animals !
156,my grandfather , all my uncles and my dad were police officers .
157,i have always wanted to be a cop . i work with animals .
158,that is pretty sweet . i love making everyday sunday i cant get him off my mind .
159,i like to run , create art , and take naps ! how about you ?
160,i want a ranch full of animals . i am getting hungry . i need to start making dinner .
161,what are you going to make ? give me some ideas ! !
162,just as fantastic as i possibly can be and yourself ?
163,what are you studying , may i ask ?
164,cool i am in jail right now so can i ask you some questions ?
165,so i am here for selling sea monkeys like you see in comic books
166,what do you mean ? i got convicted for mail fraud cuz sea monkeys do not exist
167,yes i thought they were real too , i got duped by my supplier
168,yeah i had this tiny little nun public defender she slapped witnesses with a ruler !
169,next thing i know i am peeling onions and my cell mates cat is pissing on my bunk !
170,i am well an you ? like dogs .
171,names ? i have 3 dogs
172,awe how old are they ?
173,i went here in ohio like pizza ?
174,what is your favorite holiday ?
175,my fav is christmas i love that day
176,both i just love it , need your hair done ?
177,yes i can do all that when you need me ?
178,i am doing pretty good , how are you ?
179,green . what do you do for fun ?
180,kool ! i like to play fantasy video games .
181,just like that , i also build model spaceships in my free time .
182,yes , we do . do you like animals ?
183,not really , i am pretty shy . i like cats .
184,kool , what kind of dog is he ?
185,no ! i am a jew ! i assume you like bacon ?
186,yeah , that is fine . i prefer savoury foods to sweet anyway . do you like music ?
187,i would , but i live in new york so do not drive , which is difficult
188,could hike there , but camping might be tricky ? do you watch much tv
189,tricky what about in the evening ? the office is my fave at the moment
190,gosh , i thought all the children would need to be asleep by then
191,impressive you are obviously a hard worker
192,ok lets do it . movies ?
193,i was born in south carolina you ? i am a singer
194,my name is joanna and i like horror films
195,interesting , what do you do for work ?
196,i can understand that .
197,big city now . helps with my career in singing
198,mostly country . like the way it makes me feel and relates to life
199,took a very long time for me to land a deal .
200,hey there ! i am wonderful how are you doing today ?
201,i am a singer actually which can be work but i love it , how about you ?
202,folk music , its kind of like storytelling . people dig it , you listen to music ?
203,i am average height , i am the shortest of my 3 sisters . you ?
204,do you have any siblings ?
205,do you work ? or your parents work ?
206,college ? studying anything in particular ?
207,just music right now , its pretty great . dad drove a semi , mom stayed home
208,hello , i am ok just hanging out here . do you have pets ?
209,i work as a carpenter , stay at home mostly . kinda a loner
210,i can not see my self as a salesman not good at socializing
211,i use to drink a lot and since i quit so did my friends
212,i would agree that is it good . my friends were not true friends
213,well that is human nature min . you are no fun people run .
214,lol that can be just has fun or bad just depends if you are responsible
215,i can see that , i did some back in my younger days
216,hello i am doing well . hanging out with my dog pedro
217,he is a yorkie . perfect size for me since i am only five feet tall .
218,he is five . he likes to eat muffins like me .
219,yes , there is one at my job at the healthcare industry .
220,yes . i also like film do you ?
221,so do i . i also like documentaries , do you ?
222,same here . anything else you want to share with me ?
223,what kind of cars ? my car needs to get fixed . maybe you can find mine ?
224,i am great . just relaxing and knitting some hats for the babies at my old job .
225,childrens hospital until i became disabled . what do you do ?
226,that is a great industry . what kind of music do you like ?
227,yes . i love to cook and i am looking for someone to build me some cooling racks .
228,me too what is your favorite ? chevelle ? cadillac ? oldsmobile ?
229,i prefer to cook vegan food . what do you like to eat ?
230,well they are not good for you but they taste great ! do you like french fries ?
231,do you have any plans for the weekend ?
232,i am great . what are you doing up so late ?
233,i am definitely a night owl . you know chatting will nott help you sleep .
234,i know how that is . i love to craft but being colorblind makes it hard
235,i love to sing . sometimes i go sing karaoke .
236,you should , it is great fun !
237,that must be a lot of work but very rewarding i bet
238,not yet . i have not found the right man to settle down with .
239,that is a long time . good job ! i am envious
240,i like to be outdoors . hiking , camping , you know
241,sometimes i will fish on my trips , but that is it .
242,i do not have any siblings . i go alone or with friends
243,she is a nurse in a hospital
244,there is not much to tell . i drive her to work sometimes in my truck
245,no , i never got into it
246,good for him . i love my stereo
247,fix things on my truck
248,i am fine shopping for clothes wyd ?
249,i like jeans an boots
250,amazon is my favorite store , you cannot go wrong .
251,no i pick pretty well trust me
252,no i do not an have a good 12
253,i do but not now
254,i do not especially becoming a certified nurse !
255,yes i love it an shopping an my sis
256,not bad its a beautiful night in california and you ?
257,yes they are pretty cool
258,haha do you ever cosplay i got into it lately at school
259,nice i go to homeschool but they let me do events at public school
260,its ok parents pulled me from public saying its too dangerous
261,what color is your hair ? i dyed mine blue and not sure why
262,cool do you like robots ? i have one that is really cool
263,no i named it sita from a book
264,i am fine and you
265,amazing fresh foods and veggies sounds yummy
266,awesome . tell me more about yourself
267,i work at the hospital in labor and delivery
268,i work around them so much i do not want none
269,plus i work out in the gym 7days a week no time
270,its so much fun . i am single and alone so i use it to catch women
271,yes it does . it depends on the woman
272,great and how was your day ?
273,i can imagine . i thought about having children but i am not ready yet .
274,i am in fashion design school . i want to have my own fashion line one day .
275,what dish do you like to cook the most ?
276,yum . that sounds absolutely delicious . i would love to try it .
277,i have been doing community service for stealing .
278,i have been so confused lately . my parents were never there .
279,i had a best friend but she took my boyfriend . we no longer speak .
280,i am great ! just got home from working with dogs all day !
281,i love dogs ! i have dogs and i get to train them at work , too !
282,i hope you feel better soon . what do you like to do for fun ?
283,i love to dance . and bake i love sweets !
284,how fun ! what a great place to take pictures !
285,woah ! salty ! i bake every weekend , so luckily i work out regularly !
286,that sounds like hard work !
287,hot yoga is great . good thing to do after a weekend of brownies and cupcakes !
288,not really . i enjoy video games and reading mostly . do you workout ?
289,are you a bodybuilder ? what do you do for a living ?
290,that is interesting . i am also a vegan and a vet . i love animals .
291,a sister in california , where we grew up . i am in florida now . you ?
292,yes ! i rap on the weekends myself too . my friends like country , boo .
293,i did not even know gucci was getting married . who to ?
294,do they have any kids together ?
295,i bet they will be so cute . and their names will be off the hook .
296,hello , i am an accountant from ohio . i have two boys and i am single .
297,oh a beetle how cool . i have a boring honda civic . what are your hobbies ?
298,how amazing ! i love to go hiking . what books have you written ?
299,very cool ! yes , i love to hike you get some beautiful views !
300,i never thought of that . i love clothes as well .
301,good luck , being a doctor is hard . maybe you will write medical books .
302,ah , fiction books . as long as you are doing what you love you can not go wrong .
303,i am doing great . just watching a movie .
304,i worked at dairy queen . i am in school now .
305,what kind of skating do you do ?
306,i used to skateboard . now i just study and play video games .
307,i love chips so much . what food do you like ?
308,i like pizza too . the sauce is the best part .
309,is that like a alfredo sauce ?
310,i think i ate it once at a party .
311,hey , not bad . hunting , that is cool . do you hunt for sport or meat ?
312,awesome . i love meat . i eat a high protein meat based diet .
313,not me , but maybe for my brother . are you a realtor ?
314,sweet . i do not work for a company , i do bodybuilding for a living .
315,indeed ! so do you have any family ?
316,i see ! so besides my brother i have my mom . she is a secretary .
317,yes , not married and no kids , so my brother and mom are all i have . you ?
318,do they go hunting with you ever ?
319,registered nurse it s not raining fine
320,watching one tree hill is relaxing for me
321,you guys like pizza ? it s my favorite
322,hey i am a cat catholic devout
323,i m not remain silent but purple is my favorite
324,sorry for the typo what i mean is
325,i m having a hard time typing sorry
326,ok what else do you do for fun
327,hi i barb . tired from school . how about you ?
328,i am going to be a hairdresser . how is your garden coming along ?
329,i have an aquarium . i keep exotic fish ! and i collect also .
330,i do not get a chance . i kill time with my vintage collection . from 1950s
331,decorations mainly . that sounds very exciting . alone or with family ?
332,the nemo looking one . i stare at him when i eat my granola every morning
333,where do you go to college ?
334,harvard school of haircuts . full scholarship , got the full ride .
335,i am well . how are you ?
336,that is great . i live far from the beach .
337,i keep busy with my seven children .
338,do you read mysteries to your children ? they are my favorite type of novel .
339,do you teach them about animals , as i grew up on a farm .
340,great , how about colors ? my favorite is blue
341,great , anything else you can tell me about yourself ?
342,how old is your son ?
343,slow . school today , my lst year thank god .
344,high school . i am going to med school after i finish . how about u
345,well i am only 17 , would rather do something with fashion though
346,cause my pops wants it . one of those things .
347,lol ! try racing a beetle , that was something dad said no to right away
348,i do not want that day to come . i want to hold onto my youth !
349,oh i miss the days of crayons being my hardest decision already
350,he advice i have gotten thus far is tht credit scores are real
351,hello , sure why not ! how old are you ? i just turned 34
352,my 2 kiddos are in kindergarten , they want to graduate at mississippi university like me
353,no . only 12 ? so no job yet . i have done real estate 12 years now
354,must be a brutal 12 year old ! haha ! i try to do environmental work too .
355,that is good . we should all take better care of the planet . we only have one .
356,i hated science . i am a history buff . not american though , ancient history .
357,exactly . and since i love to read then it makes better sense to me .
358,they had a very advanced society . too bad the spaniards killed them all .
359,sure , i am darlene and i work 2 part time jobs right now .
360,i do not much but i am a fan of anything fantasy so that helps .
361,i will try that . any hobbies ? i want to try writing fantasy books .
362,i like that show to , greys anatomy is a favorite of mine , any kids or other person ?
363,i think a fantasy world something like avatar , i always wanted a part 2 .
364,the blue people , any hobbies for you ?
365,sounds interesting , what is your favorite of your collection ?
366,wow sounds awesome , what do you do for a living ?
367,i am super swell , got home from a good day at work
368,i worl at my local petsmart , stocking heavy bags of food
369,yeah my dog lassie and my cat oliver
370,i am my dads world lol , he is a retired cop
371,is your kid in your class ? that would be fun
372,i love to go running , its my favorite passion . i wish i ran for a living
373,something about sweating in public gets me pumped ya know ?
374,yeah swimming is really fun , works everything out
375,hello how are you today
376,why are you taking so long to answer ?
377,i like to get to know new people
378,autumn is my favorite time of the year
379,that is great . i like to play ultimate frisbee
380,my parents do not live with me and i am sad .
381,they moved to bora bora last week
382,i could not leave my pet turtle timothy behind
383,hi , i am joanna . how are you tonight .
384,so , i am a singer by trade . what do you do ?
385,really ? i went to school at usc . i have a few contacts out there .
386,dad tending the farm and mom a strict teacher , anything artsy was always frowned upon !
387,where are you from ? i am proudly born and raised in south carolina !
388,do you like horror flicks ? those are my favorite !
389,chuckie is a creepy little guy . i love mikey myers and the brute force !
390,football fan ? go eagles . 5 1 baby
391,hello . how are you ? i am a middle schooler
392,i want to grow up to be an actor , so i take classes
393,is graphic design like drawing ? what do you design ?
394,my weekend was fine . i just stayed home and rocked on to pink floyd .
395,i love all food . i am an animal lover except for cats .
396,that is true . they are fiesty .
397,plus they scratch . dog is mans best friend according to the saying
398,hi i am doing great how are you
399,oh ok . what do you do for a living
400,i am a doctor in the labor and deliver unit .
401,thanks i try to be . i love being alone more than it looks like
402,what do you do for fun ? i go work out 4 times a week
403,i try to be i will not drink soda or even tea , just water
404,it was hard to get use to at first . i use to love soda
405,i have family and a handful of friends when i am off i keep to myself
406,i am doing well , how about you ?
407,that is cool , i am currently building a tree house in my spare time
408,i do , i am divorced but have some great kids
409,i used to as well but now i am 40 so it is too late for me
410,yeah i really need to . i just hate sitting around and being still
411,helps me stay healthy and avoid thinking about my ex wife
412,i sure hope so , anything interesting going on in your life ?
413,oh i see , at least you are very supportive of him i am jealous
414,yes ! i do art so i love all forms of expression
415,wow that is a handful
416,i am scared my kids will get my webbed toes
417,cleaner at research facility by day , artist by night
418,more sculpture , i turn others trash into projects
419,i could try , i am only five feet so cannot make anything too tall
420,i have a big personality for this little body so i do not give up
421,yes i like the attitude ! you have the artistic spunk personality
422,hello , i am great . just came back from fishing . how are you ?
423,that sounds fun , wonder if the polar bears would like it ?
424,they are a main staple of my diet , i work in the arctic .
425,that is horrible , i love dogs . do you fish ?
426,mine taught me too , he was a geologist .
427,i only study ice and explore , but i wish i would have paid attention more .
428,i never did enlist , thought about it .
429,that is so very true .
430,hi . how are you ? i just got in from working on my car .
431,haha . thanks . working on classic cars is my passion !
432,big city sounds exciting . what do you do for work ?
433,i work for an apartment complex . i am in charge of handling all the issues .
434,nothing too serious . do you like to cook ?
435,the only thing i cannot eat is shellfish . i am allergic .
436,i do not have any pets , but i do not mind dogs .
437,that would be great . thank you so much !
438,i am well , loving on my little dogs and you ?
439,cool , i have 2 dogs
440,oh that is cool , need a lawyer ?
441,not as good as me , like heights ?
442,really ? lol i would never
443,i am in oklahoma as a native american
444,you go ahead for the both of us lol
445,i love it why you ask ?
446,i am good , a little sleepy how about you ? oh i am sneezing too .
447,i have been going to bed early and getting up early and i feel better now
448,i home school my son so i am always busy and always tired . i make myself relax
449,a cat had kittens in my garage but i am allergic so i am sneezing a lot today
450,the allergy meds will knock me out so i can sleep but i need to paint
451,i make arts and crafts to sell around the holidays . they sell pretty good
452,that is why i like getting up early so i can have more time for my crafts .
453,i still have a few more pieces to paint before i can go to bed
454,hey i am good how about yourself
455,i know the feeling i am too
456,well i am in high school so all the basics
457,oh cool which type of school
458,oh so you are trying to be a professor
459,i am mostly at school , the little free time i spend at home
460,yeah a few different artists but mainly old music
461,like songs from the early 2000s you know before most songs sucked
462,yes , i would like that .
463,i am studying to be an investment broker .
464,i like the atmosphere that it offers . what led you to nursing ?
465,good a reason as any . does she work at a hospital ?
466,do you also want to work with babies ?
467,that is sweet of you . do you like working out ?
468,that sounds like fun . where do you go ?
469,trucks are fun ! what do you like to eat while you are camping ?
470,hello , i am good . i was drinking my favorite drink ice tea .
471,i have been listening to country music all day .
472,where are you from ? i originate from canada .
473,i like to dance in my spare time .
474,that is a great gift to have .
475,i work for a large online retail . i like it .
476,sounds like a great job . i would do it .
477,where do you see yourself in the future ?
478,i am good , how are you ?
479,i used to party a lot but i have been sober for 5 years .
480,congratulations ! what is your degree in ?
481,that is great . do you come from a big family ?
482,i enjoy poker , but my three kids keep me pretty busy .
483,that is true ! i do not though . can you ?
484,i do not read much , but i like magazines about carpentry .
485,that sounds interesting . my wife likes biographies .
486,they call me big shirley . i love scary movies . you ?
487,i see . i workout lifting weights . you ?
488,i am a warehouse worker . i cook a great bbq .
489,keep your head up ! i work the forklift . what work do you do ?
490,that is good ! people laugh because my name is joe shirley .
491,hmmm . got for it ! is six four two twenty tall and big ?
492,i see . i have a cookbook coming out . you write ?
493,hmmm . have him help you write a book about soccer .
494,hello , i am a web designer .
495,no , i do not . i like it hot .
496,i am a web designer , i do coding for several country musicians .
497,yes , i am . i only listen to country .
498,i hate snow , i am so glad i made the move .
499,where at in the south ? i am in florida .
500,do you drink iced tea ?
501,hello yes i love bbq
502,my poor toes are so webbed
503,cool i like to paint
504,i dig in people trash for things to build
505,true . i paint for a living
506,awesome i have about thirty more years
507,i am short fat and ugly . you
508,lucky you to be so sexy
509,i am doing well and relaxing at home with a glass of scotch . you ?
510,do you teach dogs obedience ? that is good . i am afraid of them .
511,there were sometimes animals around when i worked at the carnival .
512,when i want to relax i watch gritty movies and drink scotch .
513,when did you buy it ? do you live alone ?
514,do you have dogs of your own ? or children ?
515,wow , it is a good thing they must be well trained .
516,advertising ? that sounds easy . i am a social worker dealing with at risk youth .
517,that sounds cool . these kids drive me nuts .
518,wow ! jewish people live in north dakota ! what else do you do ?
519,oh cool ! i sing in a choir ! i also play softball
520,it helps with the work stress . i played second base . do you like to cook ?
521,ooh , i love italian food , especially lasagna . do you have a favorite ?
522,odd . you need a singer in your metal band ? the church choir bores me .
523,great , maybe i can scream for your hardcore band instead of at these kids .
524,how are you doing this late night let us chat .
525,oh i do not think i could do that was never to good in the study .
526,wonderful cool but i did get my diploma from school to college .
527,so so i used to travel a lot from new jersey to atlantic city .
528,it was when i was going but now it probably is not so nice now .
529,my best kind of hobby i like is entertaining board games and gambling .
530,i like pets and i got this cat by the name of arizona .
531,sirius is a nice name i hope you enjoy your trip to vegas soon .
532,hello . i am well . how are you doing ?
533,interesting . where are you from ?
534,i want to visit italy one day .
535,do you cook italian food ?
536,i understand , i am from the middle east .
537,no , i have never been there . i was born in pennsylvania , usa .
538,i do , i want to travel the world ! i know it sounds cliche .
539,do you want to travel ?
540,my wife is a model , but we do pretty well . are you married ?
541,we adopted because my wife was afraid of that , but i love my 2 kids !
542,i like to cook to much to worry about my figure ! do you like food ?
543,hmm . . you sound like a liberal .
544,i am proud to say i voted for trump . do you like him ?
545,i think he is great , but most of the other teachers where i work disagree .
546,you might try reading . that is one of my favorite things !
547,just me the wife kids . is it crowded with 6 people under the same roof ?
548,i am well an you ? it is cold
549,yes it is i get it
550,i love to sing all the time but will never have a kid
551,oh really ? are you single ? i model here in nyc
552,really ? i thought you were an artist ,
553,really ? let me see your work
554,send it to me online
555,well you sleep well goodnight
556,hi , just finished a great work out . do you like swimming ?
557,i have kids too ! we go swimming together every day .
558,3 kids and a great husband too . we live beside the sea .
559,that is a lot ! they would not fit into my mustang convertible .
560,do you like to work out ? i am trying to lose some weight .
561,i work out about 2 hours a day but it is hard to fit it all in .
562,i love my kids , but i love reading as well !
563,i do ! we go through a lot of food in our house .
564,hello there . it is okay , one of the horses kicked me .
565,it always hurts , lol . i need to retire .
566,i have a horse ranch , it was my fathers .
567,that sounds very nice , i need to find a hobby like that .
568,ride my horses around the ranch and take photos .
569,i do too . it is what keeps me young .
570,i average five miles a day .
571,not really , my leg hurts me a lot . i have to repair fences and such .
572,me too ! how are you today ?
573,great ! what is your favorite animal ? i love riding horses on my dads farm
574,awe , i love turtles too . any hobbies ?
575,cool . my favorite hobby is watching horror films
576,no , can not say that i have . you ?
577,wow ! and here i am . my mom is just a teacher in south carolina . xd
578,lol , do you have two turtles ?
579,i am good , just hanging out
580,i like anything blue that is why i have blue hair
581,awesome ! ! ! i need to try a vegan lifestyle
582,i am into cosplay . i am a pretty scrawny kid
583,aww thanks . i like rap too
584,so are you . great personality
585,thanks . i wish you the same
586,sounds exhausting ! i admire your ability to do manual labor !
587,i prefer home workouts , but mostly just workin this pizza lol
588,spooky movies give me the heebie jeebies and my dogs just bark at the scary times lol
589,heck yeah ! the guys love when i bring barbecue to sunday football !
590,all of them ! i just love the time together and the sport you ?
591,awesome . how do you stay so fit ?
592,awesome . what do you do in your free time ?
593,i am good . just reading a nice romance about a girl who loves a ghost
594,i usually read while i am eating pizza from my moms restaurant
595,eating is my life ! i could never diet
596,i wish i could go to the beach . i get nervous and stutter around attractive people though
597,i really hope i can
598,thank you for the idea . i will talk to my mom at work tonight
599,i try to calm myself by reading romance novels mostly about the paranormal
600,i am good . you ? i am more of a writer .
601,writing is my work , so i cant get out of it if i tried
602,that is awesome ! ! i worked at a carnival once upon a time .
603,no , i worked at the ferris wheel .
604,agreed . they do not have dogs , which i am terrified of .
605,i had a rough experience with one . a poodle .
606,they are . you like scotch ?
607,i like to drink it to relax
608,i do not really know how to skate but i think its very cool
609,i listen to music while i am doing carpentry . i just cant seem to stop moving ever
610,more of a hobby . i am 40 and still do not have a set career
611,i cant stay still long enough to keep a steady job . i am a restless guy
612,i heard that happens sometimes . glad you got it removed
613,oh i assumed you got it removed as a baby
614,pretty cool that you did not have to go get a stupid tattoo or something
615,i have a few awesome tattoos . but one that i regret from teen years
616,oh my . i am a soldier in south korea , actually .
617,well i am only 20 , so a bit younger than you !
618,i am a lieutenant . you ?
619,yes , it was . how about you ?
620,i am in the army . what years did you serve ?
621,i have not decided yet . . . it is such a big decision .
622,no , i would like to attend college though .
623,i am not sure . . . it seems like a lot of paperwork .
624,i am dan and its going good i just got back from hunting
625,i am deer hunting . i work for a property management company
626,for fun i working on fixing up old cars
627,cool what kind of music ?
628,cool i also work as a handyman
629,its fun to work on different things yes
630,saves lots of money the more you do
631,it can be for sure . do you like movies ?
632,i am good . just watching the office .
633,i am eating a carrot , i do not eat anything sweet .
634,tell me something about yourself .
635,i happen to be jewish .
636,good . where do you live ? i live in ny .
637,i really like living here , so much to do .
638,one day i would like to move to the west coast though .
639,are you in a relationship ?
640,hi ! no , but 2 of my 3 sisters do know how .
641,i contribute to the dirtiness . i party a lot when my band is not playing a gig .
642,that is sweet . my band is popular . i am the lead singer in it .
643,rock . i like to be pumped up all the time .
644,i have to make it big . i did not finish high school .
645,i would rather make it big in music . it has always been my dream .
646,maybe we can add folk music one day for you .
647,that would be awesome . i am always wanting more fans .
648,i am well just got in from playing with the dolphins . how are you ?
649,animal . my home is under water . where do you live ?
650,the sea is my home . the aquatic creatures are my friends .
651,sure you could call it that . do have any hobbies ?
652,how old are you ? i spend all day at school ! i would rather be playing .
653,do you sell cars too
654,why ? are you broke ? i like having dinner at home every day !
655,what are you going to do ? sad . our family dinners are awesome .
656,i am fine thank you , how about u ?
657,i am from new york , you ?
658,my work is science fiction author , you ?
659,my father and mother passed away last year
660,i done my engineering graduate from mit
661,i afraid of snakes , you
662,i am unmarried , you are a married person ?
663,all the best , what is your hobbies
664,i am doing super good ! how are you ?
665,oh that sounds so cool ! my name is melanie . i am still in high school .
666,cool . does your mom like to shop ? i really enjoy going to the mall .
667,i am not into movies . i would love to have my own fashion line .
668,probably something like mels makes . i do not like scary movies .
669,okay . . . well , scary movies just get me too frightened .
670,oh cool . i am still in high school . i will be going to auburn next year .
671,i am super excited to go !
672,hi . i am doing great thanks for asking . i do play poker sometimes .
673,sorry to hear . i walk a lot since i hike in the nature . do you hike ?
674,do you know how to draw ? i do not . i want to learn how .
675,that is cool . do you like reading ? i do . mainly a lot of poetry .
676,how about collections do you have one ? mine is weird stickers .
677,nice ! do you like to try different foods ? i will try at least once .
678,that is great , i love seafood myself . what is your favorite drink ?
679,neither do i . my favorite is tea both hot and cold .
680,oh that sounds rough . i am an author , so i work from home .
681,what is your favorite genre ? i specialize in science fiction .
682,totally agree . so what stocks should i buy ?
683,i figured it was worth a shot or maybe amazon stock ?
684,that must be why you are still there ? kidding .
685,oh that is neat ! before my parents died a couple years back , we went to shows .
686,i think i would choose the drums . i do not have metal music type hair , ha !
687,i do not like my neighbors so i think i will blast metal music tonight
688,i am alright , how was your day ?
689,i do not do much since the accident , off of work . what do you do for fun ?
690,got in a brutal car accident but working hard to get back on my feet
691,thank you , time off has allowed me to do some small work to help other
692,i do , i like country music a lot . how about you ?
693,used to listen to rap but not so much anymore . do you have any other hobbies ?
694,i like to knit , i have been doing that a lot lately . donating to a hospital nearby .
695,yeah i like to take walks when i can , you ?
696,i am doing good . just enjoying eating my muffin , you ?
697,i wish i had kids . just me and my dog , pedro , here
698,i work with a lot of kids in the healthcare industry
699,i originally wanted to have a career in film as i love it
